Arduino to MATLAB PPM Reader; by Gabriel Staples; 3 April 2014
Note: all of the channel PPM values read in by the Arduino are one or more loop iterations old; ex (if we are only preloading the serial buffer with ONE data packet): the PPM values that the Arduino is grabbing this loop will not be read into MATLAB until the next loop; and the PPM values being recorded this loop are the values the Arduino grabbed during the previous loop.

1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
packet_num(-), Arduino time stamp--t(ms), PPM_gap, PPM_pd(us),PPM_freq(Hz), t_since_interrupt(ms), Tx_on(-),Bytes_avail_in_MATLAB_serial_buffer, Bad_packet_cnt,Ch1(us), Ch2(us), Ch3(us), Ch4(us), Ch5(us), Ch6(us), Ch7(us), Ch8(us)
132.0000,85625.0000,11003.0000,22551.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1505.0000,1505.0000,1506.0000,1505.0000
133.0000,86678.0000,11004.0000,22551.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
134.0000,87669.0000,11003.0000,22549.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1505.0000,1506.0000,1505.0000,1506.0000
135.0000,88445.0000,11001.0000,22550.0000,44.0000,10.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1505.0000,1507.0000,1505.0000,1505.0000
136.0000,89210.0000,11004.0000,22552.0000,44.0000,8.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1007.0000,1507.0000,1506.0000,1506.0000,1506.0000,1505.0000
137.0000,89957.0000,11004.0000,22552.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1506.0000,1506.0000,1506.0000,1505.0000
138.0000,90701.0000,11004.0000,22551.0000,44.0000,11.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1506.0000,1506.0000,1505.0000,1507.0000,1505.0000
139.0000,91457.0000,11004.0000,22553.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1509.0000,1003.0000,1505.0000,1505.0000,1506.0000,1506.0000,1505.0000
140.0000,92197.0000,11003.0000,22550.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1010.0000,1502.0000,1506.0000,1506.0000,1506.0000,1505.0000
141.0000,93058.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1505.0000,1506.0000,1506.0000,1506.0000,1506.0000
142.0000,93796.0000,11003.0000,22552.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1505.0000,1505.0000,1506.0000,1506.0000,1506.0000
143.0000,94528.0000,11004.0000,22551.0000,44.0000,4.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1505.0000,1506.0000,1506.0000,1509.0000
144.0000,95281.0000,11003.0000,22549.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1505.0000,1505.0000,1506.0000,1505.0000
145.0000,96015.0000,11003.0000,22549.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1506.0000,1510.0000,1002.0000,1505.0000,1506.0000,1506.0000,1505.0000,1506.0000
146.0000,96774.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1505.0000,1505.0000,1505.0000,1507.0000,1505.0000
147.0000,97494.0000,11004.0000,22551.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1506.0000,1506.0000,1505.0000,1508.0000,1505.0000
148.0000,98329.0000,11003.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1504.0000,1506.0000,1506.0000,1506.0000
149.0000,99052.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1505.0000,1506.0000,1506.0000,1505.0000,1506.0000
150.0000,99781.0000,11004.0000,22553.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1505.0000,1506.0000
151.0000,100527.0000,11004.0000,22551.0000,44.0000,4.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1506.0000,1506.0000,1506.0000,1506.0000
152.0000,101334.0000,11003.0000,22549.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1505.0000,1506.0000,1506.0000,1506.0000
153.0000,102528.0000,11003.0000,22549.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1506.0000,1505.0000,1506.0000,1506.0000,1505.0000
154.0000,103349.0000,11004.0000,22550.0000,44.0000,7.0000,1.0000,42.0000,0.0000,1505.0000,1509.0000,1006.0000,1506.0000,1505.0000,1506.0000,1506.0000,1507.0000
155.0000,104152.0000,11004.0000,22549.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1007.0000,1507.0000,1505.0000,1506.0000,1505.0000,1506.0000
156.0000,104906.0000,11004.0000,22547.0000,44.0000,8.0000,1.0000,42.0000,0.0000,1507.0000,1505.0000,1005.0000,1506.0000,1505.0000,1506.0000,1505.0000,1507.0000
157.0000,105753.0000,11004.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1505.0000,1509.0000,1503.0000,1505.0000,1505.0000
158.0000,106499.0000,11004.0000,22553.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1007.0000,1505.0000,1506.0000,1506.0000,1505.0000,1505.0000
159.0000,107249.0000,11003.0000,22550.0000,44.0000,6.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1506.0000,1506.0000,1505.0000,1506.0000,1506.0000
160.0000,108148.0000,11004.0000,22548.0000,44.0000,3.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1507.0000,1504.0000,1506.0000,1505.0000,1506.0000
161.0000,109035.0000,11004.0000,22548.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1507.0000,1505.0000,1006.0000,1505.0000,1505.0000,1506.0000,1506.0000,1506.0000
162.0000,109784.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
163.0000,110542.0000,11003.0000,22549.0000,44.0000,7.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1506.0000,1505.0000,1505.0000,1507.0000,1507.0000
164.0000,111384.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1005.0000,1506.0000,1505.0000,1506.0000,1506.0000,1505.0000
165.0000,112097.0000,11003.0000,22550.0000,44.0000,5.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1012.0000,1506.0000,1506.0000,1505.0000,1506.0000,1506.0000
166.0000,112874.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1005.0000,1506.0000,1505.0000,1506.0000,1505.0000,1506.0000
167.0000,113562.0000,11004.0000,22550.0000,44.0000,5.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1505.0000,1506.0000,1506.0000,1506.0000
168.0000,114323.0000,11003.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1505.0000,1505.0000,1505.0000,1506.0000,1506.0000
169.0000,115054.0000,11004.0000,22552.0000,44.0000,8.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1505.0000,1506.0000,1505.0000,1505.0000,1506.0000
170.0000,115758.0000,11003.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1507.0000,1505.0000,1006.0000,1505.0000,1506.0000,1506.0000,1506.0000,1505.0000
171.0000,116551.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1504.0000,1506.0000,1006.0000,1505.0000,1505.0000,1506.0000,1506.0000,1505.0000
172.0000,117284.0000,11004.0000,22551.0000,44.0000,6.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1505.0000,1506.0000,1506.0000,1506.0000,1506.0000
173.0000,118021.0000,11004.0000,22552.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1010.0000,1502.0000,1505.0000,1505.0000,1506.0000,1506.0000
174.0000,118872.0000,11004.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1507.0000,1005.0000,1506.0000,1505.0000,1506.0000,1506.0000,1506.0000
175.0000,119735.0000,11005.0000,22552.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
176.0000,120468.0000,11004.0000,22549.0000,44.0000,10.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1506.0000,1505.0000,1506.0000
177.0000,121249.0000,11004.0000,22550.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1009.0000,1502.0000,1506.0000,1505.0000,1506.0000,1505.0000
178.0000,121969.0000,11004.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1505.0000,1506.0000,1506.0000,1505.0000
179.0000,122693.0000,11004.0000,22553.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1507.0000,1507.0000,1505.0000,1505.0000
180.0000,123420.0000,11007.0000,22553.0000,44.0000,8.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1005.0000,1506.0000,1505.0000,1505.0000,1506.0000,1505.0000
181.0000,124156.0000,11003.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1505.0000,1506.0000,1506.0000,1505.0000
182.0000,124987.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1509.0000,1505.0000,1506.0000,1505.0000
183.0000,125760.0000,11003.0000,22550.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1507.0000,1504.0000,1005.0000,1506.0000,1505.0000,1505.0000,1506.0000,1506.0000
184.0000,126909.0000,11003.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1004.0000,1506.0000,1505.0000,1505.0000,1506.0000,1505.0000
185.0000,128470.0000,11003.0000,22549.0000,44.0000,4.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1507.0000,1505.0000,1506.0000,1506.0000
186.0000,129217.0000,11004.0000,22551.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1506.0000,1505.0000,1505.0000,1506.0000,1505.0000
187.0000,129988.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
188.0000,130766.0000,11004.0000,22550.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1512.0000,1000.0000,1506.0000,1505.0000,1505.0000,1507.0000,1505.0000
189.0000,131601.0000,11003.0000,22549.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1506.0000,1505.0000,1506.0000,1506.0000,1506.0000
190.0000,132371.0000,11004.0000,22552.0000,44.0000,6.0000,1.0000,42.0000,0.0000,1508.0000,1504.0000,1006.0000,1506.0000,1506.0000,1506.0000,1505.0000,1506.0000
191.0000,133151.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1007.0000,1505.0000,1506.0000,1505.0000,1507.0000,1505.0000
192.0000,134111.0000,11003.0000,22550.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1505.0000,1506.0000,1506.0000,1505.0000
193.0000,134943.0000,11003.0000,22549.0000,44.0000,7.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1505.0000,1505.0000,1505.0000,1506.0000
194.0000,135809.0000,11003.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1506.0000
195.0000,136788.0000,11004.0000,22550.0000,44.0000,3.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1506.0000,1505.0000,1506.0000,1505.0000
196.0000,137590.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1506.0000,1506.0000,1505.0000,1506.0000
197.0000,138380.0000,11003.0000,22552.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1009.0000,1506.0000,1506.0000,1506.0000,1506.0000,1506.0000
198.0000,139399.0000,11004.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1506.0000,1505.0000,1505.0000,1505.0000,1505.0000
199.0000,140305.0000,11007.0000,22559.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1502.0000,1506.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
200.0000,141200.0000,11004.0000,22549.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1007.0000,1506.0000,1505.0000,1505.0000,1506.0000,1505.0000
201.0000,142082.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1509.0000,1502.0000,1005.0000,1505.0000,1507.0000,1505.0000,1506.0000,1506.0000
202.0000,142810.0000,11003.0000,22552.0000,44.0000,3.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1507.0000,1505.0000,1505.0000,1505.0000,1506.0000
203.0000,143606.0000,11003.0000,22550.0000,44.0000,10.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1505.0000,1506.0000,1505.0000,1505.0000,1506.0000
204.0000,144336.0000,11004.0000,22556.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1506.0000,1505.0000,1506.0000,1510.0000
205.0000,145219.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1506.0000,1506.0000,1506.0000,1505.0000
206.0000,145970.0000,11003.0000,22550.0000,44.0000,6.0000,1.0000,42.0000,0.0000,1507.0000,1505.0000,1005.0000,1505.0000,1506.0000,1506.0000,1506.0000,1506.0000
207.0000,146728.0000,11004.0000,22555.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1505.0000,1506.0000,1506.0000,1506.0000,1505.0000
208.0000,147457.0000,11004.0000,22550.0000,44.0000,5.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1506.0000,1506.0000,1506.0000,1505.0000
209.0000,148216.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1506.0000,1506.0000,1506.0000
210.0000,148938.0000,11007.0000,22554.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1502.0000,1505.0000,1006.0000,1506.0000,1506.0000,1506.0000,1506.0000,1505.0000
211.0000,149705.0000,11004.0000,22549.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1505.0000,1506.0000,1505.0000,1505.0000
212.0000,150456.0000,11003.0000,22550.0000,44.0000,4.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1506.0000,1507.0000,1503.0000,1505.0000,1505.0000
213.0000,151174.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1507.0000,1504.0000,1506.0000,1506.0000,1505.0000
214.0000,151923.0000,11004.0000,22551.0000,44.0000,6.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1505.0000,1507.0000,1507.0000,1507.0000
215.0000,153055.0000,11003.0000,22550.0000,44.0000,11.0000,1.0000,0.0000,0.0000,1506.0000,1506.0000,1007.0000,1506.0000,1505.0000,1506.0000,1506.0000,1506.0000
216.0000,154688.0000,10999.0000,22544.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1505.0000,1506.0000,1506.0000,1510.0000
217.0000,156574.0000,11003.0000,22550.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1506.0000
218.0000,158215.0000,11004.0000,22552.0000,44.0000,6.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1506.0000,1505.0000,1506.0000,1505.0000
219.0000,159045.0000,11003.0000,22549.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1506.0000
220.0000,159900.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1505.0000,1506.0000,1505.0000,1503.0000
221.0000,160776.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1505.0000,1506.0000,1506.0000,1505.0000
222.0000,161623.0000,11003.0000,22550.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1505.0000,1506.0000,1508.0000,1506.0000
223.0000,162529.0000,11002.0000,22549.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1505.0000,1505.0000,1505.0000,1507.0000
224.0000,163443.0000,11004.0000,22555.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1005.0000,1506.0000,1506.0000,1505.0000,1506.0000,1505.0000
225.0000,164334.0000,11005.0000,22553.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1506.0000,1506.0000,1505.0000,1506.0000,1505.0000
226.0000,165187.0000,11003.0000,22549.0000,44.0000,10.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1505.0000,1505.0000
227.0000,166021.0000,11004.0000,22549.0000,44.0000,10.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1506.0000,1505.0000,1506.0000,1506.0000,1506.0000
228.0000,166882.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1505.0000,1506.0000,1507.0000,1505.0000
229.0000,167663.0000,11003.0000,22547.0000,44.0000,5.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1506.0000,1505.0000,1505.0000,1506.0000
230.0000,168484.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1507.0000,1005.0000,1505.0000,1506.0000,1505.0000,1508.0000,1504.0000
231.0000,169417.0000,11004.0000,22548.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1505.0000,1506.0000,1506.0000,1505.0000
232.0000,170312.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1507.0000,1507.0000,1003.0000,1505.0000,1507.0000,1506.0000,1505.0000,1505.0000
233.0000,171187.0000,11004.0000,22552.0000,44.0000,12.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1505.0000,1506.0000,1506.0000,1505.0000
234.0000,172110.0000,11003.0000,22550.0000,44.0000,10.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1506.0000,1505.0000,1506.0000,1505.0000,1505.0000
235.0000,172998.0000,11004.0000,22552.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1511.0000,1506.0000,1506.0000,1506.0000
236.0000,173863.0000,11003.0000,22552.0000,44.0000,4.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1506.0000,1505.0000,1506.0000
237.0000,174707.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1506.0000,1505.0000,1506.0000,1505.0000,1506.0000
238.0000,175529.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1007.0000,1505.0000,1505.0000,1506.0000,1505.0000,1505.0000
239.0000,176357.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1505.0000,1505.0000,1506.0000,1506.0000
240.0000,177175.0000,11004.0000,22555.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
241.0000,177995.0000,11004.0000,22549.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1506.0000,1505.0000,1509.0000,1505.0000
242.0000,178807.0000,11005.0000,22551.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1506.0000
243.0000,179649.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1009.0000,1506.0000,1505.0000,1505.0000,1506.0000,1505.0000
244.0000,180476.0000,11005.0000,22552.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1505.0000,1506.0000,1508.0000,1506.0000
245.0000,181328.0000,11007.0000,22554.0000,44.0000,4.0000,1.0000,42.0000,0.0000,1503.0000,1505.0000,1005.0000,1506.0000,1505.0000,1505.0000,1506.0000,1505.0000
246.0000,182152.0000,11003.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1007.0000,1506.0000,1507.0000,1505.0000,1506.0000,1506.0000
247.0000,182969.0000,11004.0000,22551.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
248.0000,183821.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1005.0000,1506.0000,1503.0000,1507.0000,1505.0000,1506.0000
249.0000,184652.0000,11003.0000,22549.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1507.0000,1504.0000
250.0000,185469.0000,11003.0000,22549.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1506.0000,1505.0000,1505.0000,1506.0000
251.0000,186291.0000,11003.0000,22550.0000,44.0000,5.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1507.0000,1504.0000,1506.0000,1507.0000,1504.0000
252.0000,187114.0000,11003.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1506.0000,1505.0000,1506.0000,1507.0000,1505.0000
253.0000,187931.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1507.0000,1505.0000,1005.0000,1506.0000,1505.0000,1506.0000,1506.0000,1506.0000
254.0000,188791.0000,11004.0000,22550.0000,44.0000,3.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1509.0000,1503.0000,1505.0000,1506.0000
255.0000,189725.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1506.0000,1505.0000,1505.0000,1506.0000
256.0000,190637.0000,11003.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1505.0000,1506.0000,1505.0000,1505.0000,1506.0000
257.0000,191514.0000,11003.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1506.0000,1505.0000,1505.0000,1505.0000,1507.0000
258.0000,192338.0000,11004.0000,22552.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1506.0000,1506.0000,1506.0000,1505.0000,1506.0000
259.0000,193150.0000,11001.0000,22550.0000,44.0000,10.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1506.0000,1505.0000,1506.0000,1506.0000,1506.0000
260.0000,193944.0000,11004.0000,22551.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1006.0000,1505.0000,1506.0000,1508.0000,1503.0000,1506.0000
261.0000,194738.0000,11004.0000,22552.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1006.0000,1505.0000,1505.0000,1505.0000,1505.0000,1506.0000
262.0000,195550.0000,11004.0000,22552.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1510.0000,1003.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
263.0000,196373.0000,11004.0000,22549.0000,44.0000,7.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1506.0000,1506.0000,1505.0000,1506.0000
264.0000,197169.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1005.0000,1506.0000,1505.0000,1506.0000,1505.0000,1506.0000
265.0000,198010.0000,11003.0000,22551.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1006.0000,1506.0000,1505.0000,1506.0000,1505.0000,1507.0000
266.0000,198983.0000,11004.0000,22550.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1009.0000,1502.0000,1506.0000,1505.0000,1505.0000,1506.0000
267.0000,199731.0000,11004.0000,22550.0000,44.0000,5.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1009.0000,1503.0000,1505.0000,1506.0000,1505.0000,1505.0000
268.0000,200427.0000,11004.0000,22549.0000,44.0000,2.0000,1.0000,42.0000,0.0000,1506.0000,1505.0000,1006.0000,1506.0000,1505.0000,1505.0000,1506.0000,1506.0000
269.0000,201160.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1506.0000,1505.0000,1505.0000,1506.0000,1506.0000
270.0000,201866.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,1506.0000,1005.0000,1505.0000,1506.0000,1505.0000,1506.0000,1505.0000
271.0000,202526.0000,11003.0000,22551.0000,44.0000,4.0000,1.0000,42.0000,0.0000,1505.0000,1507.0000,1005.0000,1506.0000,1506.0000,1505.0000,1506.0000,1506.0000
272.0000,203080.0000,11003.0000,22552.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1506.0000,1506.0000,1005.0000,1506.0000,1505.0000,1507.0000,1506.0000,1506.0000
273.0000,203630.0000,11000.0000,22551.0000,44.0000,3.0000,1.0000,42.0000,0.0000,1505.0000,1505.0000,1007.0000,1505.0000,1506.0000,1505.0000,1506.0000,1506.0000
